time,Impor,Ekspor,Cadangan Devisa,IHSG,SPinSim,SBSR,SBIrFer,Simpanan bank ,NTRiil,NTPdag ,M1,M2/CD,M2M,PS1
Jan-08,9504.47,11484.58,55998.74,2627.25,1.76,5.63,3.73,130.3184802,8269.05,1.2083,44.21,0.0031,4.80,1
Feb-08,9710.95,10881.44,57125.10,2721.94,1.76,6.71,4.64,132.9403381,8091.47,1.1205,44.35,0.0031,4.98,1
Mar-08,10137.86,12047.37,58987.30,2447.30,1.77,6.31,5.67,130.0652056,8238.31,1.1884,44.46,0.0029,4.91,1
Apr-08,11704.45,11318.61,58769.99,2304.52,1.79,6.66,6.04,131.3697206,8225.44,0.9670,44.88,0.0030,4.97,1
May-08,11277.18,13053.90,57464.33,2444.35,1.76,5.93,5.68,131.9431208,8333.30,1.1575,45.75,0.0031,4.92,1
Jun-08,11853.97,12971.91,59452.60,2349.11,1.73,6.44,6.46,136.918374,8365.41,1.0943,49.11,0.0031,4.87,1
Jul-08,12661.70,12704.32,60563.47,2304.51,1.68,6.45,5.91,136.1878701,8338.01,1.0034,48.91,0.0031,4.86,1
Aug-08,11716.78,12453.47,58356.43,2165.94,1.60,7.89,6.09,135.5362176,8446.49,1.0629,48.11,0.0032,4.90,1
Sep-08,10903.11,12921.96,57107.97,1832.51,1.47,8.48,6.14,139.6640009,8750.33,1.1852,51.16,0.0033,4.53,1
Oct-08,11314.17,11373.35,50580.17,1256.70,1.44,9.72,7.04,121.7491587,10410.46,1.0052,41.76,0.0033,5.90,0
Nov-08,8711.71,9577.50,50181.62,1241.54,1.40,10.71,6.46,111.7452062,11744.09,1.0994,38.15,0.0030,6.03,0
Dec-08,7954.24,8817.49,51639.31,1355.41,1.36,11.20,8.14,128.1302283,10690.16,1.1085,41.72,0.0034,5.50,0
Jan-09,6564.02,7431.96,50869.56,1332.67,1.34,11.41,9.14,123.1830031,11029.75,1.1322,38.56,0.0032,5.96,0
Feb-09,5626.48,7857.55,50564.33,1285.48,1.35,10.92,8.42,118.0676127,11603.69,1.3965,36.29,0.0031,6.26,0
Mar-09,6479.42,8905.86,54840.18,1406.65,1.41,10.43,7.65,123.7269114,11208.74,1.3745,38.71,0.0030,6.29,0
Apr-09,6307.87,8414.49,56565.90,1722.77,1.47,10.40,7.94,134.1699804,10316.49,1.3340,42.28,0.0032,6.20,0
May-09,6912.11,9602.02,57934.10,1916.83,1.52,9.64,7.38,140.1384913,9932.97,1.3892,44.19,0.0032,6.23,0
Jun-09,7976.98,10141.45,57576.02,2026.78,1.57,9.14,7.63,145.9422983,9749.95,1.2713,47.20,0.0034,6.12,0
Jul-09,8839.88,10259.93,57418.46,2323.24,1.61,8.54,6.02,149.1728831,9516.49,1.1606,47.27,0.0034,6.07,0
Aug-09,8387.41,10893.56,57943.04,2341.54,1.64,8.17,6.04,149.855666,9682.97,1.2988,48.72,0.0034,6.15,0
Sep-09,7107.29,10135.24,62287.14,2467.59,1.70,7.30,5.39,156.6465241,9410.12,1.4260,50.67,0.0033,5.70,0
Oct-09,9083.91,11899.88,64528.45,2367.70,1.77,7.78,6.29,160.2684128,9286.50,1.3100,50.87,0.0033,5.54,0
Nov-09,8272.77,10642.71,65844.17,2415.84,1.82,7.71,6.48,162.6915612,9214.37,1.2865,52.22,0.0033,5.47,0
Dec-09,8797.41,13461.02,66104.86,2534.36,1.83,7.15,5.87,171.5508511,9182.55,1.5301,54.87,0.0034,5.33,0
Jan-10,9166.95,10538.74,69562.47,2610.80,1.88,6.47,5.88,171.1464218,9193.55,1.1496,53.02,0.0032,5.40,0
Feb-10,8961.26,11224.95,69730.60,2549.03,1.93,6.77,6.09,170.5512105,9188.99,1.2526,52.50,0.0032,5.44,0
Mar-10,10930.58,13320.11,71823.21,2777.30,1.94,7.15,6.95,178.8542216,8922.90,1.2186,54.25,0.0032,5.64,0
Apr-10,10667.47,12140.44,78582.77,2971.25,1.92,6.83,6.40,181.3076687,8820.19,1.1381,54.90,0.0030,5.49,0
May-10,10023.67,12537.30,74587.29,2796.96,1.91,6.66,6.17,181.7827288,9003.44,1.2508,55.99,0.0031,5.47,0
Jun-10,11060.11,12761.39,76321.26,2913.68,1.89,5.98,5.31,190.4932676,9003.39,1.1538,60.05,0.0032,5.56,0
Jul-10,11975.42,12996.68,78794.09,3069.28,1.90,5.38,4.83,191.1734227,9010.82,1.0853,60.29,0.0031,5.42,0
Aug-10,12343.57,14192.28,81317.21,3081.88,1.90,6.20,5.76,190.6698064,9157.28,1.1498,61.44,0.0030,5.24,0
Sep-10,9069.19,12519.47,86550.64,3501.30,1.87,6.51,6.00,198.2701782,9073.29,1.3804,61.62,0.0029,5.37,0
Oct-10,11672.77,14279.48,91798.63,3635.32,1.86,6.93,6.44,202.3471864,9071.95,1.2233,62.23,0.0028,5.51,0
Nov-10,12551.84,15044.04,92759.28,3531.21,1.84,6.43,5.82,205.1241429,9209.42,1.1986,63.39,0.0028,4.85,0
Dec-10,13675.70,16268.59,96206.85,3703.51,1.82,6.14,5.63,219.0752775,9255.47,1.1896,67.34,0.0029,4.77,0
Jan-11,12658.09,14943.40,95331.56,3409.17,1.85,5.99,5.97,215.0494678,9362.25,1.1805,66.71,0.0028,4.76,0
Feb-11,12113.98,14125.27,99618.83,3470.35,1.87,6.69,6.99,217.4390876,9087.82,1.1660,66.40,0.0028,4.82,0
Mar-11,14608.95,16749.46,105709.08,3678.67,1.78,7.23,7.93,226.770302,8854.97,1.1465,66.67,0.0027,4.84,0
Apr-11,14775.44,16387.77,113814.19,3819.62,1.77,7.27,7.58,230.5794845,8635.13,1.1091,68.19,0.0025,4.68,0
May-11,14819.75,17799.37,118108.84,3836.97,1.77,6.79,6.98,237.7932986,8567.82,1.2011,71.66,0.0025,4.71,0
Jun-11,15571.59,17586.73,119654.75,3888.57,1.76,6.40,5.97,241.2428812,8684.66,1.1294,74.00,0.0025,4.66,0
Jul-11,15837.09,16907.53,122670.95,4130.80,1.82,6.21,6.05,245.5397873,8644.85,1.0676,75.19,0.0025,4.62,0
Aug-11,14646.32,18530.80,124637.75,3841.73,1.81,5.97,5.98,244.8387328,8773.22,1.2652,77.27,0.0025,4.19,0
Sep-11,14901.87,16937.76,114502.40,3549.03,1.76,6.78,6.51,245.3963674,9034.65,1.1366,74.36,0.0026,4.68,0
Oct-11,15530.24,17092.36,113961.76,3790.85,1.74,7.23,6.29,248.616369,9055.09,1.1006,75.27,0.0027,4.73,0
Nov-11,15505.23,16611.16,111315.94,3715.08,1.76,6.65,5.46,243.660157,9438.52,1.0713,72.80,0.0027,4.80,0
Dec-11,15895.63,16997.14,110122.84,3821.99,1.79,6.24,5.06,260.623326,9409.48,1.0693,79.73,0.0029,4.69,0
Jan-12,15153.29,15678.52,111990.49,3941.69,1.81,5.92,5.56,260.6155211,9395.27,1.0347,77.36,0.0028,4.81,0
Feb-12,15813.31,15704.36,112219.56,3985.21,1.84,6.47,6.02,258.1378833,9439.56,0.9931,75.20,0.0028,4.93,0
Mar-12,16216.99,16970.04,110493.27,4121.55,1.90,6.24,6.32,261.0987277,9473.09,1.0464,77.80,0.0029,4.97,0
Apr-12,16474.21,15863.43,116413.02,4180.73,1.98,5.79,5.82,262.6262339,9473.98,0.9629,78.44,0.0027,4.91,0
May-12,16899.04,16371.82,111528.07,3832.82,2.00,5.82,5.44,256.9268155,9878.13,0.9688,78.35,0.0028,4.95,0
Jun-12,16139.84,15304.67,106502.39,3955.58,2.05,5.14,4.86,262.5253038,9856.19,0.9483,82.21,0.0030,4.87,0
Jul-12,16005.18,15738.65,106558.99,4142.34,2.08,4.97,4.77,262.4279863,9934.02,0.9833,81.36,0.0030,4.81,0
Aug-12,13664.39,13706.43,108990.39,4060.33,2.09,4.66,5.24,263.0679027,10036.69,1.0031,80.79,0.0030,4.70,0
Sep-12,15405.35,16162.57,110172.24,4262.56,2.06,5.68,6.07,267.6500407,10022.36,1.0492,82.96,0.0030,4.90,0
Oct-12,17256.36,15326.72,110297.16,4350.29,2.06,5.50,5.43,267.9408539,10070.43,0.8882,80.60,0.0030,4.88,0
Nov-12,16935.00,16316.90,111285.11,4276.14,2.00,5.74,5.09,273.1200708,10111.84,0.9635,83.43,0.0030,4.95,0
Dec-12,15582.00,15393.90,112781.22,4316.69,1.99,5.22,4.62,280.2338139,10252.16,0.9879,87.04,0.0030,4.69,0
Jan-13,15450.20,15375.50,108779.95,4453.70,1.95,5.29,5.33,276.3942648,10347.37,0.9952,81.24,0.0031,4.92,0
Feb-13,15313.30,15015.60,105182.65,4795.79,1.93,5.22,5.75,278.4275008,10302.33,0.9806,81.36,0.0032,5.00,0
Mar-13,14887.10,15024.60,104799.86,4940.99,2.03,5.17,5.42,279.988433,10379.75,1.0092,83.35,0.0033,5.00,0
Apr-13,16463.50,14760.90,107268.50,5034.07,2.00,5.68,5.48,284.9936155,10398.77,0.8966,85.60,0.0032,5.04,0
May-13,16660.50,16074.00,105148.53,5068.63,2.02,5.58,5.71,283.4860763,10475.79,0.9648,83.95,0.0033,5.03,0
Jun-13,15636.00,14740.72,98095.10,4818.90,1.99,4.70,5.10,278.9909044,10694.09,0.9427,86.46,0.0035,4.93,0
Jul-13,17417.00,15108.50,92671.06,4610.38,1.95,2.97,3.40,272.7065596,11399.76,0.8675,85.62,0.0037,4.67,0
Aug-13,13012.10,13160.80,92997.09,4195.09,1.89,5.17,6.01,256.0698892,12221.44,1.0114,78.34,0.0034,4.91,0
Sep-13,15466.50,14809.30,95675.33,4316.18,1.79,6.83,7.50,245.7458081,12945.10,0.9575,74.72,0.0032,5.01,0
Oct-13,15674.50,15716.90,96995.68,4510.63,1.72,6.77,6.69,253.7385206,12578.01,1.0027,76.21,0.0033,4.87,0
Nov-13,15149.30,15925.70,96960.15,4256.44,1.65,7.14,7.02,240.139752,13459.50,1.0512,72.67,0.0031,4.82,0
Dec-13,15455.87,16967.80,99386.71,4274.18,1.59,7.16,6.92,243.7321954,13760.32,1.0978,72.78,0.0031,4.54,0
Jan-14,14916.20,14472.30,100651.40,4418.76,1.54,6.88,6.68,239.4040528,13897.43,0.9702,68.93,0.0030,4.67,0
Feb-14,13790.70,14634.10,102740.92,4620.22,1.54,7.77,7.49,253.3253137,13210.20,1.0612,71.73,0.0030,4.81,0
Mar-14,14523.70,15192.60,102591.87,4768.28,1.49,8.20,7.94,260.2693108,12876.59,1.0461,74.84,0.0031,4.74,0
Apr-14,16255.00,14292.50,105562.78,4840.15,1.48,8.36,7.73,263.6537678,12976.00,0.8793,76.35,0.0031,4.78,0
May-14,14770.30,14825.30,107047.66,4893.91,1.42,8.74,7.57,262.8899871,13040.46,1.0037,78.09,0.0030,4.79,0
Jun-14,15697.80,15416.00,107678.10,4878.58,1.51,7.91,7.14,262.2540747,13475.30,0.9820,79.01,0.0030,4.85,0
Jul-14,14081.70,14178.20,110542.44,5088.80,1.38,8.26,6.41,267.1863075,13176.03,1.0069,79.25,0.0030,4.36,0
Aug-14,14793.20,14475.10,111223.64,5136.86,1.35,8.96,6.74,269.5006572,13404.10,0.9785,76.46,0.0030,4.72,0
Sep-14,15546.10,15275.80,111164.46,5137.58,1.36,9.10,7.19,266.9973198,13997.97,0.9826,77.72,0.0030,4.91,0
Oct-14,15328.00,15350.90,111972.61,5089.55,1.39,8.77,6.66,271.2560718,13948.45,1.0015,77.83,0.0030,4.74,0
Nov-14,14041.60,13615.90,111143.55,5149.89,1.42,7.52,5.59,271.5965571,14369.30,0.9697,78.35,0.0030,4.77,0
Dec-14,14434.50,14612.30,111861.59,5226.95,1.43,6.48,4.60,271.3786246,15103.35,1.0123,75.74,0.0030,4.54,0
Jan-15,12612.30,13355.80,114249.52,5289.40,1.43,9.15,7.40,265.059322,15362.90,1.0590,72.72,0.0029,4.89,0
Feb-15,11510.10,12172.80,115527.33,5450.29,1.43,9.30,8.17,264.2243015,15528.37,1.0576,72.13,0.0028,4.96,0
Mar-15,12608.70,13634.30,111553.65,5518.68,1.46,8.64,7.81,261.7120154,15728.26,1.0813,73.19,0.0029,5.01,0
Apr-15,12626.30,13104.60,110867.10,5086.43,1.48,8.23,7.22,265.2494775,15576.33,1.0379,74.16,0.0030,4.89,0
May-15,11613.60,12754.70,110770.55,5216.38,1.50,8.00,7.39,259.3867883,15904.09,1.0983,74.25,0.0029,4.90,0
Jun-15,12978.10,13514.10,108029.61,4910.66,1.54,7.73,7.19,261.9966644,16079.39,1.0413,77.97,0.0030,4.94,0
Jul-15,10081.90,11465.80,107552.84,4802.53,1.56,7.20,6.46,257.9615985,16409.57,1.1373,76.55,0.0030,4.81,0
Aug-15,12399.20,12726.00,105345.92,4509.61,1.57,7.67,6.85,248.3104948,17164.67,1.0264,73.17,0.0030,4.96,0
Sep-15,11558.60,12588.40,101719.53,4223.91,1.58,8.00,7.27,242.5535403,17954.70,1.0891,72.53,0.0030,5.09,0
Oct-15,11108.90,12121.70,100711.97,4455.18,1.57,8.07,7.42,258.2674969,16701.44,1.0912,75.98,0.0032,4.99,0
Nov-15,11519.50,11122.20,100240.45,4446.46,1.59,7.69,6.96,256.210776,17018.34,0.9655,75.95,0.0032,4.97,0
Dec-15,12077.30,11917.10,105931.03,4593.01,1.56,7.03,5.83,263.3157035,17184.65,0.9867,76.51,0.0031,4.81,0
Jan-16,10467.00,10480.60,102133.89,4615.16,1.58,7.39,6.54,260.0003658,17307.92,1.0013,75.56,0.0032,5.08,0
Feb-16,10175.60,11312.00,104543.72,4770.96,1.56,8.06,6.80,272.8940071,16715.50,1.1117,77.31,0.0032,5.14,0
Mar-16,11301.70,11810.02,107542.58,4845.37,1.58,7.56,6.62,278.3511756,16528.02,1.0450,80.20,0.0032,5.28,0
Apr-16,10813.60,11475.86,107711.00,4838.58,1.67,7.72,7.30,282.7520027,16286.78,1.0612,82.49,0.0032,5.17,0
May-16,11140.70,11514.28,103591.27,4796.87,1.66,6.97,6.54,276.9034754,16765.44,1.0335,82.17,0.0033,5.13,0
Jun-16,12095.20,12974.40,109788.72,5016.65,1.69,6.34,5.80,289.8983008,16282.77,1.0727,89.86,0.0033,4.78,0
Jul-16,8916.00,9514.30,111408.72,5215.99,1.69,6.29,5.28,293.1175774,16314.85,1.0671,87.41,0.0032,5.08,0
Aug-16,12385.20,12748.30,113538.18,5386.08,1.69,6.96,4.99,290.1708659,16553.67,1.0293,85.38,0.0031,5.14,0
Sep-16,11297.50,12514.10,115671.34,5364.80,1.70,6.62,4.65,295.1861468,16175.11,1.1077,86.63,0.0032,5.09,0
Oct-16,11472.20,12679.00,115037.05,5422.54,1.72,6.61,4.36,297.072367,16244.12,1.1052,87.56,0.0032,5.14,0
Nov-16,12669.40,13495.30,111466.09,5148.91,1.72,6.22,3.75,290.7461669,16987.12,1.0652,87.20,0.0032,5.16,0
Dec-16,12780.30,13772.40,116361.53,5296.71,1.70,6.27,3.74,300.9572534,16893.21,1.0776,92.11,0.0032,5.06,0
Jan-17,11968.40,13401.70,116890.08,5294.10,1.68,5.78,3.74,299.8244239,16840.96,1.1198,89.30,0.0032,5.19,0
Feb-17,11354.00,12613.52,119863.05,5386.69,1.67,6.51,4.21,301.1800898,16832.56,1.1109,89.61,0.0031,5.21,0
Mar-17,13283.40,14678.80,121805.63,5568.11,1.67,6.71,3.98,306.2154203,16783.50,1.1050,91.27,0.0031,5.20,0
Apr-17,11945.20,13279.19,123249.43,5685.30,1.69,6.55,4.09,307.7739805,16755.78,1.1117,93.49,0.0031,5.11,0
May-17,13767.10,14345.40,124953.29,5738.16,1.68,6.23,3.58,312.2897302,16799.13,1.0420,95.78,0.0031,5.11,0
Jun-17,9991.80,11655.90,123093.71,5829.71,1.68,5.93,3.03,315.5400576,16897.32,1.1665,100.75,0.0032,4.60,0
Jul-17,13885.60,13611.22,127758.58,5840.94,1.69,6.34,3.34,317.1999605,16950.57,0.9802,97.07,0.0030,5.19,0
Aug-17,13509.50,15229.40,128787.06,5864.06,1.69,6.61,3.75,317.3629496,16923.76,1.1273,95.48,0.0030,5.19,0
Sep-17,12780.80,14559.80,129402.40,5900.85,1.70,6.33,3.53,317.8996679,17034.67,1.1392,96.68,0.0030,5.23,0
Oct-17,14240.90,15242.20,126547.13,6005.78,1.73,6.31,3.06,318.1303504,17147.83,1.0703,97.68,0.0031,5.21,0
Nov-17,15104.90,15320.20,125967.23,5952.14,1.76,5.97,2.93,322.3756507,17108.26,1.0143,99.02,0.0031,5.16,0
Dec-17,15061.20,14791.20,130196.38,6355.65,1.75,5.40,2.11,327.3678349,17283.83,0.9821,102.66,0.0031,4.99,0
Jan-18,15132.40,14455.50,131979.64,6605.63,1.78,5.41,2.80,328.4022279,17125.20,0.9553,98.91,0.0030,5.21,0
Feb-18,14212.80,14096.80,128058.65,6597.22,1.79,5.80,3.16,321.7694535,17450.58,0.9918,98.58,0.0030,5.24,0
Mar-18,14463.60,15586.87,126003.20,6188.99,1.80,5.68,2.66,322.2464835,17507.78,1.0777,98.95,0.0031,5.19,0
Apr-18,16162.29,14537.19,124862.00,5994.60,1.81,5.73,2.93,320.1929364,17609.10,0.8995,98.91,0.0031,5.21,0
May-18,17662.89,16209.32,122913.91,5983.59,1.82,5.58,3.34,318.160381,17666.88,0.9177,100.68,0.0032,4.90,0
Jun-18,11267.90,12941.70,119839.03,5799.24,1.80,5.24,2.95,311.5442039,18318.33,1.1485,100.83,0.0032,4.94,0
Jul-18,18297.10,16284.70,118312.24,5936.44,1.76,5.71,3.11,310.100533,18379.23,0.8900,95.99,0.0032,5.51,0
Aug-18,16818.10,15865.10,117927.18,6018.46,1.71,6.17,3.74,305.1126628,18739.04,0.9433,94.10,0.0032,5.50,0
Sep-18,14610.00,14956.30,114847.52,5976.55,1.69,6.44,3.93,303.5292351,18960.65,1.0237,94.56,0.0033,5.63,0
Oct-18,17667.60,15909.10,115163.06,5831.65,1.63,6.14,3.53,300.9197231,19358.39,0.9005,92.64,0.0032,5.71,0
Nov-18,16901.80,14851.70,117211.83,6056.12,1.59,6.32,3.28,319.5764066,18339.79,0.8787,98.00,0.0034,5.69,0
Dec-18,15364.90,14290.10,120654.27,6194.50,1.51,6.22,2.69,324.0308942,18695.37,0.9300,100.62,0.0033,5.39,0
Jan-19,15005.19 ,14028.09 ,120075.16,6532.97,1.52,6.58,3.49,328.4143573,18191.69,0.9349,97.79,0.0033,5.62,0
Feb-19,12465.07 ,12788.56 ,123273.87,6443.35,1.53,6.99,4.13,330.3191227,18087.59,1.0260,98.59,0.0033,5.78,0
Mar-19,13746.62 ,14447.79 ,124539.31,6468.76,1.53,6.74,4.08,328.4796649,18239.04,1.0510,100.30,0.0032,5.77,0
Apr-19,15399.19 ,13068.07 ,124293.82,6455.35,1.54,6.39,3.72,330.0698286,18186.00,0.8486,102.31,0.0033,5.65,0
May-19,14606.66 ,14751.89 ,120347.15,6209.12,1.54,6.11,3.16,330.6123374,18489.54,1.0099,104.83,0.0034,5.11,0
Jun-19,11495.39 ,11763.35 ,123823.27,6358.63,1.53,6.24,3.10,341.5709994,18272.82,1.0233,107.03,0.0034,5.74,0
Jul-19,15518.48,15238.42,125900.04,6390.5,1.53,6.47,3.24,345.4522712,18150.29,0.9820,106.07,0.0034,5.81,0
Aug-19,14169.35,14261.96,126441.00,6328.47,1.54,6.59,3.26,339.709587,18445.54,1.006535938,103.6415221,0.0033,5.81,0
Sep-19,14263.45,14080.11,124332.00,6169.1,1.57,6.83,3.73,344.9358569,18299.29,0.987146167,106.4496945,0.0034,5.87,0
Oct-19,14759.08,14881.46,126694.00,6228.32,1.58,6.46,3.59,350.0932835,18047.64,1.008291845,107.3783752,0.0034,5.96,0
Nov-19,15340.48,13944.49,126633.00,6011.83,1.61,6.21,3.19,352.5195413,18204.76,0.908999588,110.135741,0.0034,5.93,0
Dec-19,14506.78,14428.82,129183.00,6299.54,1.59,6.01,3.00,360.5047779,18022.54,0.994625961,112.6076138,0.0034,5.52,0
Jan-20,14268.72,13632.04,131704.00,5940.05,1.61,5.97,3.49,361.972734,17694.96,0.955379319,108.6519265,0.0034,6.00,
Feb-20,11548.1,14060.9,130444.00,5452.7,1.62,6.08,3.30,350.9847755,18436.84,1.217594236,105.7672137,0.0033,6.15,
Mar-20,13352.18,14067.94,120969.00,4538.93,1.63,6.01,4.08,309.6527794,21266.10,1.053606228,100.7320419,0.0033,6.25,
Apr-20,12535.23,12163.14,127880.00,4716.4,1.64,5.85,3.64,333.6636411,19841.63,0.97031646,104.0048347,0.0032,6.04,
May-20,8438.63,10454.28,130544.00,4753.61,1.63,5.67,4.20,345.4945345,19299.09,1.23886E-05,112.2385556,0.0034,6.68,
Jun-20,10760.32,12009.34,131718.00,4905.39,1.65,5.83,4.78,362.743963,18666.31,1.116076474,114.5120025,0.0034,6.72,
Jul-20,10464.3,13702.67,135077.00,5149.63,1.66,5.71,4.44,355.4353776,19008.26,1.309468383,114.8702402,0.0033,7.07,
Aug-20,10742.41,13095.78,137041.00,5238.49,1.70,5.57,4.25,367.7418548,18811.51,1.219072815,121.2906431,0.0034,7.21,
Sep-20,11570.1,13960.53,135153.00,4870.04,1.83,5.06,3.95,367.5415872,19246.00,1.206604092,119.3673019,0.0033,7.02,
Oct-20,10786.02,14362.24,133663.00,5128.22,1.95,4.5,3.64,373.170067,18956.64,1.331560668,121.3236372,0.0035,6.90,
Nov-20,12664.41,15259.32,133556.00,5612.42,2.03,4.11,3.12,391.6085235,18292.96,1.20489782,127.3419642,0.0036,6.91,
Dec-20,14438.38,16538.31,135897.00,5979.07,2.09,4.12,3.46,397.5506134,18327.53,1.145440832,131.557944,0.0036,6.01,
Jan-21,13312.75,15293.67,138005.00,5862.35,2.13,4.23,3.96,390.9715441,18269.27,1.148798708,125.1273644,0.0035,6.91,
Feb-21,13264.1,15265.1,138787.00,6241.8,2.20,4.08,3.85,,18375.93,1.150858332,125.4312931,0.0034,7.01,
